location_id,scheme_name,month,coverage_percent
47,TB Screening,2025-09,60
47,TB Screening,2025-08,62
47,Diabetes Screening,2026-01,64
47,Diabetes Screening,2025-12,64
47,Diabetes Screening,2025-11,46
47,Diabetes Screening,2025-10,62
47,Diabetes Screening,2025-09,61
47,Diabetes Screening,2025-08,48
48,Child Vaccination,2026-01,47
48,Child Vaccination,2025-12,36
48,Child Vaccination,2025-11,51
48,Child Vaccination,2025-10,49
48,Child Vaccination,2025-09,32
48,Child Vaccination,2025-08,52
48,TB Screening,2026-01,59
48,TB Screening,2025-12,56
48,TB Screening,2025-11,54
48,TB Screening,2025-10,44
48,TB Screening,2025-09,59
48,TB Screening,2025-08,56
48,Diabetes Screening,2026-01,52
48,Diabetes Screening,2025-12,49
48,Diabetes Screening,2025-11,48
48,Diabetes Screening,2025-10,55
48,Diabetes Screening,2025-09,55
48,Diabetes Screening,2025-08,40
49,Child Vaccination,2026-01,47
49,Child Vaccination,2025-12,51
49,Child Vaccination,2025-11,58
49,Child Vaccination,2025-10,50
49,Child Vaccination,2025-09,45
49,Child Vaccination,2025-08,52
49,TB Screening,2026-01,66
49,TB Screening,2025-12,62
49,TB Screening,2025-11,57
49,TB Screening,2025-10,55
49,TB Screening,2025-09,49
49,TB Screening,2025-08,49
49,Diabetes Screening,2026-01,64
49,Diabetes Screening,2025-12,51
49,Diabetes Screening,2025-11,64
49,Diabetes Screening,2025-10,48
49,Diabetes Screening,2025-09,60
49,Diabetes Screening,2025-08,68
50,Child Vaccination,2026-01,46
50,Child Vaccination,2025-12,49
50,Child Vaccination,2025-11,47
50,Child Vaccination,2025-10,39
50,Child Vaccination,2025-09,40
50,Child Vaccination,2025-08,49
50,TB Screening,2026-01,68
50,TB Screening,2025-12,58
50,TB Screening,2025-11,58
50,TB Screening,2025-10,67
50,TB Screening,2025-09,63
50,TB Screening,2025-08,68
50,Diabetes Screening,2026-01,60
50,Diabetes Screening,2025-12,49
50,Diabetes Screening,2025-11,53
50,Diabetes Screening,2025-10,47
50,Diabetes Screening,2025-09,54
50,Diabetes Screening,2025-08,58
51,Child Vaccination,2026-01,72
51,Child Vaccination,2025-12,70
51,Child Vaccination,2025-11,60
51,Child Vaccination,2025-10,66
51,Child Vaccination,2025-09,72
51,Child Vaccination,2025-08,72
51,TB Screening,2026-01,53
51,TB Screening,2025-12,54
51,TB Screening,2025-11,63
51,TB Screening,2025-10,56
51,TB Screening,2025-09,57
51,TB Screening,2025-08,49
51,Diabetes Screening,2026-01,60
51,Diabetes Screening,2025-12,64
51,Diabetes Screening,2025-11,71
51,Diabetes Screening,2025-10,62
51,Diabetes Screening,2025-09,60
51,Diabetes Screening,2025-08,63
52,Child Vaccination,2026-01,58
52,Child Vaccination,2025-12,56
52,Child Vaccination,2025-11,63
52,Child Vaccination,2025-10,65
52,Child Vaccination,2025-09,47
52,Child Vaccination,2025-08,51
52,TB Screening,2026-01,62
52,TB Screening,2025-12,42
52,TB Screening,2025-11,44
52,TB Screening,2025-10,46
52,TB Screening,2025-09,57
52,TB Screening,2025-08,61
52,Diabetes Screening,2026-01,45
52,Diabetes Screening,2025-12,45
52,Diabetes Screening,2025-11,51
52,Diabetes Screening,2025-10,50
52,Diabetes Screening,2025-09,54
52,Diabetes Screening,2025-08,45
53,Child Vaccination,2026-01,50
53,Child Vaccination,2025-12,61
53,Child Vaccination,2025-11,61
53,Child Vaccination,2025-10,68
53,Child Vaccination,2025-09,69
53,Child Vaccination,2025-08,65
53,TB Screening,2026-01,58
53,TB Screening,2025-12,40
53,TB Screening,2025-11,44
53,TB Screening,2025-10,59
53,TB Screening,2025-09,54
53,TB Screening,2025-08,53
53,Diabetes Screening,2026-01,36
53,Diabetes Screening,2025-12,46
53,Diabetes Screening,2025-11,39
53,Diabetes Screening,2025-10,36
53,Diabetes Screening,2025-09,31
53,Diabetes Screening,2025-08,49
54,Child Vaccination,2026-01,62
54,Child Vaccination,2025-12,53
54,Child Vaccination,2025-11,65
54,Child Vaccination,2025-10,51
54,Child Vaccination,2025-09,47
54,Child Vaccination,2025-08,57
54,TB Screening,2026-01,57
54,TB Screening,2025-12,37
54,TB Screening,2025-11,42
54,TB Screening,2025-10,39
54,TB Screening,2025-09,45
54,TB Screening,2025-08,49
54,Diabetes Screening,2026-01,53
54,Diabetes Screening,2025-12,53
54,Diabetes Screening,2025-11,59
54,Diabetes Screening,2025-10,47
54,Diabetes Screening,2025-09,57
54,Diabetes Screening,2025-08,41
55,Child Vaccination,2026-01,55
55,Child Vaccination,2025-12,55
55,Child Vaccination,2025-11,70
55,Child Vaccination,2025-10,62
55,Child Vaccination,2025-09,70
55,Child Vaccination,2025-08,71
55,TB Screening,2026-01,52
55,TB Screening,2025-12,49
55,TB Screening,2025-11,48
55,TB Screening,2025-10,60
55,TB Screening,2025-09,47
55,TB Screening,2025-08,55
55,Diabetes Screening,2026-01,71
55,Diabetes Screening,2025-12,77
55,Diabetes Screening,2025-11,59
55,Diabetes Screening,2025-10,67
55,Diabetes Screening,2025-09,64
55,Diabetes Screening,2025-08,72
56,Child Vaccination,2026-01,49
56,Child Vaccination,2025-12,63
56,Child Vaccination,2025-11,48
56,Child Vaccination,2025-10,62
56,Child Vaccination,2025-09,55
56,Child Vaccination,2025-08,56
56,TB Screening,2026-01,63
56,TB Screening,2025-12,76
56,TB Screening,2025-11,68
56,TB Screening,2025-10,77
56,TB Screening,2025-09,78
56,TB Screening,2025-08,68
56,Diabetes Screening,2026-01,66
56,Diabetes Screening,2025-12,64
56,Diabetes Screening,2025-11,70
56,Diabetes Screening,2025-10,67
56,Diabetes Screening,2025-09,59
56,Diabetes Screening,2025-08,62
57,Child Vaccination,2026-01,74
57,Child Vaccination,2025-12,74
57,Child Vaccination,2025-11,78
57,Child Vaccination,2025-10,60
57,Child Vaccination,2025-09,75
57,Child Vaccination,2025-08,63
57,TB Screening,2026-01,40
57,TB Screening,2025-12,50
57,TB Screening,2025-11,58
57,TB Screening,2025-10,45
57,TB Screening,2025-09,45
57,TB Screening,2025-08,48
57,Diabetes Screening,2026-01,54
57,Diabetes Screening,2025-12,59
57,Diabetes Screening,2025-11,60
57,Diabetes Screening,2025-10,43
57,Diabetes Screening,2025-09,51
57,Diabetes Screening,2025-08,50
58,Child Vaccination,2026-01,41
58,Child Vaccination,2025-12,51
58,Child Vaccination,2025-11,49
58,Child Vaccination,2025-10,41
58,Child Vaccination,2025-09,56
58,Child Vaccination,2025-08,44
58,TB Screening,2026-01,55
58,TB Screening,2025-12,56
58,TB Screening,2025-11,51
58,TB Screening,2025-10,63
58,TB Screening,2025-09,53
58,TB Screening,2025-08,50
58,Diabetes Screening,2026-01,66
58,Diabetes Screening,2025-12,75
58,Diabetes Screening,2025-11,66
58,Diabetes Screening,2025-10,67
58,Diabetes Screening,2025-09,67
58,Diabetes Screening,2025-08,68
59,Child Vaccination,2026-01,43
59,Child Vaccination,2025-12,42
59,Child Vaccination,2025-11,43
59,Child Vaccination,2025-10,55
59,Child Vaccination,2025-09,47
59,Child Vaccination,2025-08,40
59,TB Screening,2026-01,57
59,TB Screening,2025-12,57
59,TB Screening,2025-11,56
59,TB Screening,2025-10,69
59,TB Screening,2025-09,73
59,TB Screening,2025-08,54
59,Diabetes Screening,2026-01,71
59,Diabetes Screening,2025-12,55
59,Diabetes Screening,2025-11,69
59,Diabetes Screening,2025-10,65
59,Diabetes Screening,2025-09,73
59,Diabetes Screening,2025-08,64
60,Child Vaccination,2026-01,63
60,Child Vaccination,2025-12,53
60,Child Vaccination,2025-11,60
60,Child Vaccination,2025-10,50
60,Child Vaccination,2025-09,61
60,Child Vaccination,2025-08,53
60,TB Screening,2026-01,49
60,TB Screening,2025-12,60
60,TB Screening,2025-11,46
60,TB Screening,2025-10,43
60,TB Screening,2025-09,58
60,TB Screening,2025-08,55
60,Diabetes Screening,2026-01,62
60,Diabetes Screening,2025-12,46
60,Diabetes Screening,2025-11,61
60,Diabetes Screening,2025-10,56
60,Diabetes Screening,2025-09,57
60,Diabetes Screening,2025-08,50
61,Child Vaccination,2026-01,47
61,Child Vaccination,2025-12,60
61,Child Vaccination,2025-11,58
61,Child Vaccination,2025-10,54
61,Child Vaccination,2025-09,44
61,Child Vaccination,2025-08,44
61,TB Screening,2026-01,57
61,TB Screening,2025-12,63
61,TB Screening,2025-11,69
61,TB Screening,2025-10,54
61,TB Screening,2025-09,61
61,TB Screening,2025-08,62
61,Diabetes Screening,2026-01,57
61,Diabetes Screening,2025-12,54
61,Diabetes Screening,2025-11,66
61,Diabetes Screening,2025-10,57
61,Diabetes Screening,2025-09,56
61,Diabetes Screening,2025-08,57
62,Child Vaccination,2026-01,64
62,Child Vaccination,2025-12,55
62,Child Vaccination,2025-11,56
62,Child Vaccination,2025-10,50
62,Child Vaccination,2025-09,60
62,Child Vaccination,2025-08,58
62,TB Screening,2026-01,49
62,TB Screening,2025-12,47
62,TB Screening,2025-11,47
62,TB Screening,2025-10,48
62,TB Screening,2025-09,44
62,TB Screening,2025-08,50
62,Diabetes Screening,2026-01,53
62,Diabetes Screening,2025-12,39
62,Diabetes Screening,2025-11,53
62,Diabetes Screening,2025-10,42
62,Diabetes Screening,2025-09,38
62,Diabetes Screening,2025-08,43
63,Child Vaccination,2026-01,62
63,Child Vaccination,2025-12,72
63,Child Vaccination,2025-11,68
63,Child Vaccination,2025-10,67
63,Child Vaccination,2025-09,61
63,Child Vaccination,2025-08,59
63,TB Screening,2026-01,59
63,TB Screening,2025-12,70
63,TB Screening,2025-11,55
63,TB Screening,2025-10,60
63,TB Screening,2025-09,68
63,TB Screening,2025-08,70
63,Diabetes Screening,2026-01,54
63,Diabetes Screening,2025-12,50
63,Diabetes Screening,2025-11,51
63,Diabetes Screening,2025-10,44
63,Diabetes Screening,2025-09,49
63,Diabetes Screening,2025-08,43
64,Child Vaccination,2026-01,55
64,Child Vaccination,2025-12,56
64,Child Vaccination,2025-11,39
64,Child Vaccination,2025-10,50
64,Child Vaccination,2025-09,41
64,Child Vaccination,2025-08,43
64,TB Screening,2026-01,37
64,TB Screening,2025-12,39
64,TB Screening,2025-11,46
64,TB Screening,2025-10,51
64,TB Screening,2025-09,34
64,TB Screening,2025-08,45
64,Diabetes Screening,2026-01,63
64,Diabetes Screening,2025-12,61
64,Diabetes Screening,2025-11,64
64,Diabetes Screening,2025-10,64
64,Diabetes Screening,2025-09,70
64,Diabetes Screening,2025-08,70
65,Child Vaccination,2026-01,67
65,Child Vaccination,2025-12,70
65,Child Vaccination,2025-11,59
65,Child Vaccination,2025-10,72
65,Child Vaccination,2025-09,62
65,Child Vaccination,2025-08,70
65,TB Screening,2026-01,76
65,TB Screening,2025-12,63
65,TB Screening,2025-11,75
65,TB Screening,2025-10,75
65,TB Screening,2025-09,77
65,TB Screening,2025-08,77
65,Diabetes Screening,2026-01,52
65,Diabetes Screening,2025-12,56
65,Diabetes Screening,2025-11,58
65,Diabetes Screening,2025-10,57
65,Diabetes Screening,2025-09,63
65,Diabetes Screening,2025-08,62
66,Child Vaccination,2026-01,68
66,Child Vaccination,2025-12,56
66,Child Vaccination,2025-11,66
66,Child Vaccination,2025-10,73
66,Child Vaccination,2025-09,63
66,Child Vaccination,2025-08,68
66,TB Screening,2026-01,54
66,TB Screening,2025-12,55
66,TB Screening,2025-11,70
66,TB Screening,2025-10,60
66,TB Screening,2025-09,63
66,TB Screening,2025-08,70
66,Diabetes Screening,2026-01,67
66,Diabetes Screening,2025-12,61
66,Diabetes Screening,2025-11,51
66,Diabetes Screening,2025-10,51
66,Diabetes Screening,2025-09,54
66,Diabetes Screening,2025-08,59
67,Child Vaccination,2026-01,47
67,Child Vaccination,2025-12,47
67,Child Vaccination,2025-11,57
67,Child Vaccination,2025-10,46
67,Child Vaccination,2025-09,45
67,Child Vaccination,2025-08,56
67,TB Screening,2026-01,62
67,TB Screening,2025-12,58
67,TB Screening,2025-11,64
67,TB Screening,2025-10,61
67,TB Screening,2025-09,68
67,TB Screening,2025-08,66
67,Diabetes Screening,2026-01,74
67,Diabetes Screening,2025-12,73
67,Diabetes Screening,2025-11,65
67,Diabetes Screening,2025-10,65
67,Diabetes Screening,2025-09,60
67,Diabetes Screening,2025-08,64
68,Child Vaccination,2026-01,60
68,Child Vaccination,2025-12,61
68,Child Vaccination,2025-11,55
68,Child Vaccination,2025-10,59
68,Child Vaccination,2025-09,58
68,Child Vaccination,2025-08,65
68,TB Screening,2026-01,36
68,TB Screening,2025-12,35
68,TB Screening,2025-11,48
68,TB Screening,2025-10,50
68,TB Screening,2025-09,34
68,TB Screening,2025-08,33
68,Diabetes Screening,2026-01,66
68,Diabetes Screening,2025-12,70
68,Diabetes Screening,2025-11,56
68,Diabetes Screening,2025-10,57
68,Diabetes Screening,2025-09,62
68,Diabetes Screening,2025-08,73
69,Child Vaccination,2026-01,36
69,Child Vaccination,2025-12,54
69,Child Vaccination,2025-11,46
69,Child Vaccination,2025-10,43
69,Child Vaccination,2025-09,41
69,Child Vaccination,2025-08,41
69,TB Screening,2026-01,62
69,TB Screening,2025-12,67
69,TB Screening,2025-11,73
69,TB Screening,2025-10,57
69,TB Screening,2025-09,57
69,TB Screening,2025-08,69
69,Diabetes Screening,2026-01,61
69,Diabetes Screening,2025-12,56
69,Diabetes Screening,2025-11,57
69,Diabetes Screening,2025-10,67
69,Diabetes Screening,2025-09,66
69,Diabetes Screening,2025-08,71
70,Child Vaccination,2026-01,61
70,Child Vaccination,2025-12,52
70,Child Vaccination,2025-11,61
70,Child Vaccination,2025-10,58
70,Child Vaccination,2025-09,48
70,Child Vaccination,2025-08,61
70,TB Screening,2026-01,53
70,TB Screening,2025-12,54
70,TB Screening,2025-11,49
70,TB Screening,2025-10,55
70,TB Screening,2025-09,55
70,TB Screening,2025-08,53
70,Diabetes Screening,2026-01,59
70,Diabetes Screening,2025-12,63
70,Diabetes Screening,2025-11,63
70,Diabetes Screening,2025-10,60
70,Diabetes Screening,2025-09,52
70,Diabetes Screening,2025-08,54
71,Child Vaccination,2026-01,62
71,Child Vaccination,2025-12,52
71,Child Vaccination,2025-11,47
71,Child Vaccination,2025-10,59
71,Child Vaccination,2025-09,54
71,Child Vaccination,2025-08,56
71,TB Screening,2026-01,51
71,TB Screening,2025-12,47
71,TB Screening,2025-11,52
71,TB Screening,2025-10,43
71,TB Screening,2025-09,43
71,TB Screening,2025-08,59
71,Diabetes Screening,2026-01,60
71,Diabetes Screening,2025-12,67
71,Diabetes Screening,2025-11,65
71,Diabetes Screening,2025-10,71
71,Diabetes Screening,2025-09,73
71,Diabetes Screening,2025-08,56
72,Child Vaccination,2026-01,67
72,Child Vaccination,2025-12,67
72,Child Vaccination,2025-11,61
72,Child Vaccination,2025-10,52
72,Child Vaccination,2025-09,65
72,Child Vaccination,2025-08,61
72,TB Screening,2026-01,56
72,TB Screening,2025-12,49
72,TB Screening,2025-11,66
72,TB Screening,2025-10,60
72,TB Screening,2025-09,55
72,TB Screening,2025-08,62
72,Diabetes Screening,2026-01,75
72,Diabetes Screening,2025-12,71
72,Diabetes Screening,2025-11,70
72,Diabetes Screening,2025-10,65
72,Diabetes Screening,2025-09,63
72,Diabetes Screening,2025-08,78
73,Child Vaccination,2026-01,54
73,Child Vaccination,2025-12,49
73,Child Vaccination,2025-11,50
73,Child Vaccination,2025-10,44
73,Child Vaccination,2025-09,55
73,Child Vaccination,2025-08,62
73,TB Screening,2026-01,53
73,TB Screening,2025-12,56
73,TB Screening,2025-11,45
73,TB Screening,2025-10,46
73,TB Screening,2025-09,57
73,TB Screening,2025-08,54
73,Diabetes Screening,2026-01,63
73,Diabetes Screening,2025-12,68
73,Diabetes Screening,2025-11,61
73,Diabetes Screening,2025-10,57
73,Diabetes Screening,2025-09,60
73,Diabetes Screening,2025-08,59
74,Child Vaccination,2026-01,42
74,Child Vaccination,2025-12,59
74,Child Vaccination,2025-11,53
74,Child Vaccination,2025-10,58
74,Child Vaccination,2025-09,53
74,Child Vaccination,2025-08,47
74,TB Screening,2026-01,71
74,TB Screening,2025-12,67
74,TB Screening,2025-11,58
74,TB Screening,2025-10,62
74,TB Screening,2025-09,52
74,TB Screening,2025-08,56
74,Diabetes Screening,2026-01,48
74,Diabetes Screening,2025-12,31
74,Diabetes Screening,2025-11,36
74,Diabetes Screening,2025-10,34
74,Diabetes Screening,2025-09,40
74,Diabetes Screening,2025-08,39
75,Child Vaccination,2026-01,48
75,Child Vaccination,2025-12,34
75,Child Vaccination,2025-11,41
75,Child Vaccination,2025-10,36
75,Child Vaccination,2025-09,38
75,Child Vaccination,2025-08,34
75,TB Screening,2026-01,51
75,TB Screening,2025-12,55
75,TB Screening,2025-11,58
75,TB Screening,2025-10,54
75,TB Screening,2025-09,60
75,TB Screening,2025-08,56
75,Diabetes Screening,2026-01,45
75,Diabetes Screening,2025-12,54
75,Diabetes Screening,2025-11,46
75,Diabetes Screening,2025-10,48
75,Diabetes Screening,2025-09,45
75,Diabetes Screening,2025-08,52
76,Child Vaccination,2026-01,66
76,Child Vaccination,2025-12,56
76,Child Vaccination,2025-11,71
76,Child Vaccination,2025-10,69
76,Child Vaccination,2025-09,59
76,Child Vaccination,2025-08,60
76,TB Screening,2026-01,66
76,TB Screening,2025-12,70
76,TB Screening,2025-11,58
76,TB Screening,2025-10,61
76,TB Screening,2025-09,65
76,TB Screening,2025-08,70
76,Diabetes Screening,2026-01,68
76,Diabetes Screening,2025-12,61
76,Diabetes Screening,2025-11,55
76,Diabetes Screening,2025-10,60
76,Diabetes Screening,2025-09,68
76,Diabetes Screening,2025-08,57
77,Child Vaccination,2026-01,52
77,Child Vaccination,2025-12,61
77,Child Vaccination,2025-11,58
77,Child Vaccination,2025-10,55
77,Child Vaccination,2025-09,56
77,Child Vaccination,2025-08,51
77,TB Screening,2026-01,51
77,TB Screening,2025-12,67
77,TB Screening,2025-11,66
77,TB Screening,2025-10,53
77,TB Screening,2025-09,58
77,TB Screening,2025-08,65
77,Diabetes Screening,2026-01,59
77,Diabetes Screening,2025-12,56
77,Diabetes Screening,2025-11,61
77,Diabetes Screening,2025-10,51
77,Diabetes Screening,2025-09,56
77,Diabetes Screening,2025-08,53
78,Child Vaccination,2026-01,57
78,Child Vaccination,2025-12,50
78,Child Vaccination,2025-11,47
78,Child Vaccination,2025-10,37
78,Child Vaccination,2025-09,42
78,Child Vaccination,2025-08,45
78,TB Screening,2026-01,51
78,TB Screening,2025-12,60
78,TB Screening,2025-11,55
78,TB Screening,2025-10,48
78,TB Screening,2025-09,49
78,TB Screening,2025-08,66
78,Diabetes Screening,2026-01,70
78,Diabetes Screening,2025-12,74
78,Diabetes Screening,2025-11,59
78,Diabetes Screening,2025-10,66
78,Diabetes Screening,2025-09,57
78,Diabetes Screening,2025-08,62
79,Child Vaccination,2026-01,50
79,Child Vaccination,2025-12,37
79,Child Vaccination,2025-11,54
79,Child Vaccination,2025-10,45
79,Child Vaccination,2025-09,55
79,Child Vaccination,2025-08,36
79,TB Screening,2026-01,42
79,TB Screening,2025-12,51
79,TB Screening,2025-11,35
79,TB Screening,2025-10,48
79,TB Screening,2025-09,34
79,TB Screening,2025-08,35
79,Diabetes Screening,2026-01,52
79,Diabetes Screening,2025-12,55
79,Diabetes Screening,2025-11,62
79,Diabetes Screening,2025-10,65
79,Diabetes Screening,2025-09,56
79,Diabetes Screening,2025-08,59
80,Child Vaccination,2026-01,59
80,Child Vaccination,2025-12,53
80,Child Vaccination,2025-11,65
80,Child Vaccination,2025-10,64
80,Child Vaccination,2025-09,57
80,Child Vaccination,2025-08,61
80,TB Screening,2026-01,59
80,TB Screening,2025-12,73
80,TB Screening,2025-11,72
80,TB Screening,2025-10,75
80,TB Screening,2025-09,67
80,TB Screening,2025-08,75
80,Diabetes Screening,2026-01,67
80,Diabetes Screening,2025-12,58
80,Diabetes Screening,2025-11,70
80,Diabetes Screening,2025-10,57
80,Diabetes Screening,2025-09,69
80,Diabetes Screening,2025-08,63
81,Child Vaccination,2026-01,54
81,Child Vaccination,2025-12,48
81,Child Vaccination,2025-11,59
81,Child Vaccination,2025-10,57
81,Child Vaccination,2025-09,45
81,Child Vaccination,2025-08,42
81,TB Screening,2026-01,50
81,TB Screening,2025-12,60
81,TB Screening,2025-11,55
81,TB Screening,2025-10,54
81,TB Screening,2025-09,63
81,TB Screening,2025-08,57
81,Diabetes Screening,2026-01,44
81,Diabetes Screening,2025-12,64
81,Diabetes Screening,2025-11,60
81,Diabetes Screening,2025-10,56
81,Diabetes Screening,2025-09,49
81,Diabetes Screening,2025-08,44
82,Child Vaccination,2026-01,60
82,Child Vaccination,2025-12,68
82,Child Vaccination,2025-11,56
82,Child Vaccination,2025-10,59
82,Child Vaccination,2025-09,51
82,Child Vaccination,2025-08,66
82,TB Screening,2026-01,68
82,TB Screening,2025-12,62
82,TB Screening,2025-11,72
82,TB Screening,2025-10,71
82,TB Screening,2025-09,73
82,TB Screening,2025-08,60
82,Diabetes Screening,2026-01,58
82,Diabetes Screening,2025-12,59
82,Diabetes Screening,2025-11,62
82,Diabetes Screening,2025-10,69
82,Diabetes Screening,2025-09,59
82,Diabetes Screening,2025-08,52
83,Child Vaccination,2026-01,49
83,Child Vaccination,2025-12,35
83,Child Vaccination,2025-11,34
83,Child Vaccination,2025-10,37
83,Child Vaccination,2025-09,38
83,Child Vaccination,2025-08,34
83,TB Screening,2026-01,39
83,TB Screening,2025-12,51
83,TB Screening,2025-11,42
83,TB Screening,2025-10,39
83,TB Screening,2025-09,37
83,TB Screening,2025-08,54
83,Diabetes Screening,2026-01,62
83,Diabetes Screening,2025-12,65
83,Diabetes Screening,2025-11,66
83,Diabetes Screening,2025-10,69
83,Diabetes Screening,2025-09,68
83,Diabetes Screening,2025-08,58
84,Child Vaccination,2026-01,42
84,Child Vaccination,2025-12,38
84,Child Vaccination,2025-11,50
84,Child Vaccination,2025-10,33
84,Child Vaccination,2025-09,31
84,Child Vaccination,2025-08,37
84,TB Screening,2026-01,65
84,TB Screening,2025-12,52
84,TB Screening,2025-11,64
84,TB Screening,2025-10,70
84,TB Screening,2025-09,51
84,TB Screening,2025-08,61
84,Diabetes Screening,2026-01,60
84,Diabetes Screening,2025-12,58
84,Diabetes Screening,2025-11,48
84,Diabetes Screening,2025-10,66
84,Diabetes Screening,2025-09,55
84,Diabetes Screening,2025-08,63
85,Child Vaccination,2026-01,33
85,Child Vaccination,2025-12,40
85,Child Vaccination,2025-11,33
85,Child Vaccination,2025-10,37
85,Child Vaccination,2025-09,47
85,Child Vaccination,2025-08,34
85,TB Screening,2026-01,40
85,TB Screening,2025-12,50
85,TB Screening,2025-11,45
85,TB Screening,2025-10,39
85,TB Screening,2025-09,39
85,TB Screening,2025-08,49
85,Diabetes Screening,2026-01,58
85,Diabetes Screening,2025-12,69
85,Diabetes Screening,2025-11,71
85,Diabetes Screening,2025-10,56
85,Diabetes Screening,2025-09,68
85,Diabetes Screening,2025-08,68
86,Child Vaccination,2026-01,46
86,Child Vaccination,2025-12,63
86,Child Vaccination,2025-11,61
86,Child Vaccination,2025-10,54
86,Child Vaccination,2025-09,57
86,Child Vaccination,2025-08,56
86,TB Screening,2026-01,61
86,TB Screening,2025-12,63
86,TB Screening,2025-11,63
86,TB Screening,2025-10,75
86,TB Screening,2025-09,70
86,TB Screening,2025-08,74
86,Diabetes Screening,2026-01,45
86,Diabetes Screening,2025-12,57
86,Diabetes Screening,2025-11,59
86,Diabetes Screening,2025-10,54
86,Diabetes Screening,2025-09,51
86,Diabetes Screening,2025-08,50
87,Child Vaccination,2026-01,57
87,Child Vaccination,2025-12,58
87,Child Vaccination,2025-11,60
87,Child Vaccination,2025-10,67
87,Child Vaccination,2025-09,60
87,Child Vaccination,2025-08,57
87,TB Screening,2026-01,56
87,TB Screening,2025-12,67
87,TB Screening,2025-11,66
87,TB Screening,2025-10,55
87,TB Screening,2025-09,61
87,TB Screening,2025-08,66
87,Diabetes Screening,2026-01,67
87,Diabetes Screening,2025-12,70
87,Diabetes Screening,2025-11,73
87,Diabetes Screening,2025-10,73
87,Diabetes Screening,2025-09,71
87,Diabetes Screening,2025-08,59
88,Child Vaccination,2026-01,54
88,Child Vaccination,2025-12,62
88,Child Vaccination,2025-11,72
88,Child Vaccination,2025-10,53
88,Child Vaccination,2025-09,69
88,Child Vaccination,2025-08,57
88,TB Screening,2026-01,67
88,TB Screening,2025-12,58
88,TB Screening,2025-11,67
88,TB Screening,2025-10,65
88,TB Screening,2025-09,64
88,TB Screening,2025-08,68
88,Diabetes Screening,2026-01,38
88,Diabetes Screening,2025-12,47
88,Diabetes Screening,2025-11,46
88,Diabetes Screening,2025-10,47
88,Diabetes Screening,2025-09,48
88,Diabetes Screening,2025-08,48
89,Child Vaccination,2026-01,37
89,Child Vaccination,2025-12,35
89,Child Vaccination,2025-11,48
89,Child Vaccination,2025-10,45
89,Child Vaccination,2025-09,38
89,Child Vaccination,2025-08,38
89,TB Screening,2026-01,49
89,TB Screening,2025-12,56
89,TB Screening,2025-11,45
89,TB Screening,2025-10,45
89,TB Screening,2025-09,46
89,TB Screening,2025-08,47
89,Diabetes Screening,2026-01,50
89,Diabetes Screening,2025-12,44
89,Diabetes Screening,2025-11,50
89,Diabetes Screening,2025-10,38
89,Diabetes Screening,2025-09,34
89,Diabetes Screening,2025-08,42
90,Child Vaccination,2026-01,70
90,Child Vaccination,2025-12,60
90,Child Vaccination,2025-11,70
90,Child Vaccination,2025-10,73
90,Child Vaccination,2025-09,58
90,Child Vaccination,2025-08,74
90,TB Screening,2026-01,59
90,TB Screening,2025-12,51
90,TB Screening,2025-11,68
90,TB Screening,2025-10,62
90,TB Screening,2025-09,52
90,TB Screening,2025-08,51
90,Diabetes Screening,2026-01,69
90,Diabetes Screening,2025-12,70
90,Diabetes Screening,2025-11,72
90,Diabetes Screening,2025-10,72
90,Diabetes Screening,2025-09,62
90,Diabetes Screening,2025-08,66
91,Child Vaccination,2026-01,73
91,Child Vaccination,2025-12,72
91,Child Vaccination,2025-11,53
91,Child Vaccination,2025-10,73
91,Child Vaccination,2025-09,73
91,Child Vaccination,2025-08,65
91,TB Screening,2026-01,40
91,TB Screening,2025-12,47
91,TB Screening,2025-11,32
91,TB Screening,2025-10,41
91,TB Screening,2025-09,48
91,TB Screening,2025-08,49
91,Diabetes Screening,2026-01,44
91,Diabetes Screening,2025-12,50
91,Diabetes Screening,2025-11,41
91,Diabetes Screening,2025-10,38
91,Diabetes Screening,2025-09,35
91,Diabetes Screening,2025-08,46
92,Child Vaccination,2026-01,63
92,Child Vaccination,2025-12,62
92,Child Vaccination,2025-11,60
92,Child Vaccination,2025-10,46
92,Child Vaccination,2025-09,51
92,Child Vaccination,2025-08,57
92,TB Screening,2026-01,51
92,TB Screening,2025-12,43
92,TB Screening,2025-11,43
92,TB Screening,2025-10,49
92,TB Screening,2025-09,41
92,TB Screening,2025-08,54
92,Diabetes Screening,2026-01,49
92,Diabetes Screening,2025-12,65
92,Diabetes Screening,2025-11,60
92,Diabetes Screening,2025-10,56
92,Diabetes Screening,2025-09,50
92,Diabetes Screening,2025-08,60
93,Child Vaccination,2026-01,59
93,Child Vaccination,2025-12,50
93,Child Vaccination,2025-11,50
93,Child Vaccination,2025-10,61
93,Child Vaccination,2025-09,63
93,Child Vaccination,2025-08,52
93,TB Screening,2026-01,57
93,TB Screening,2025-12,65
93,TB Screening,2025-11,63
93,TB Screening,2025-10,51
93,TB Screening,2025-09,62
93,TB Screening,2025-08,64
93,Diabetes Screening,2026-01,69
93,Diabetes Screening,2025-12,60
93,Diabetes Screening,2025-11,60
93,Diabetes Screening,2025-10,55
93,Diabetes Screening,2025-09,61
93,Diabetes Screening,2025-08,66
94,Child Vaccination,2026-01,58
94,Child Vaccination,2025-12,42
