country,state,district,block,area_name,area_type,latitude,longitude,population,scheme_name,scheme_type,min_age,max_age,eligible_population,covered_population,missed_population,coverage_percent_calc,gap_percent,gap_category,priority_score,priority_rank,risk_level,trend_direction,risk_index
India,Uttar Pradesh,Lucknow,Block-1,Lucknow-Area-10,Village,11.0204,77.2596,5838,TB Screening,Screening,18,80,3177,2171,1006,68.33490714510545,31.665092854894556,Medium,22.312137933399825,311.0,Medium,Decreasing,15.979119362420915
India,Uttar Pradesh,Lucknow,Block-1,Lucknow-Area-10,Village,11.0204,77.2596,5838,Diabetes Screening,Screening,30,80,2327,2196,131,94.3704340352385,5.629565964761495,Low,4.087269110306684,621.0,Low,Decreasing,2.9613559173543855
India,Uttar Pradesh,Lucknow,Block-2,Lucknow-Area-11,Village,9.564,87.5602,2090,Child Vaccination,Vaccine,0,5,545,380,165,69.72477064220183,30.275229357798167,Medium,21.245133560752464,335.0,Medium,Increasing,15.190087689192833
India,Uttar Pradesh,Lucknow,Block-2,Lucknow-Area-11,Village,9.564,87.5602,2090,TB Screening,Screening,18,80,837,451,386,53.882915173237755,46.117084826762245,High,32.33443238902731,145.0,High,Increasing,23.11101542367487
India,Uttar Pradesh,Lucknow,Block-2,Lucknow-Area-11,Village,9.564,87.5602,2090,Diabetes Screening,Screening,30,80,892,726,166,81.39013452914799,18.609865470852018,Low,13.079378839890161,471.0,Low,Increasing,9.357405745719758
India,Uttar Pradesh,Lucknow,Block-3,Lucknow-Area-12,Village,27.7615,86.3205,9527,Child Vaccination,Vaccine,0,5,4867,2458,2409,50.503390178754884,49.496609821245116,High,34.8868184390192,110.0,High,Decreasing,24.987496474770186
India,Uttar Pradesh,Lucknow,Block-3,Lucknow-Area-12,Village,27.7615,86.3205,9527,TB Screening,Screening,18,80,4880,2910,1970,59.63114754098361,40.36885245901639,High,28.4973882854591,218.0,High,Stable,20.423617793655822
India,Uttar Pradesh,Lucknow,Block-3,Lucknow-Area-12,Village,27.7615,86.3205,9527,Diabetes Screening,Screening,30,80,3640,3019,621,82.93956043956044,17.060439560439562,Low,12.181499256455322,489.0,Low,Increasing,8.769411344367409
India,Uttar Pradesh,Lucknow,Block-4,Lucknow-Area-13,Village,11.4666,79.5056,9807,Child Vaccination,Vaccine,0,5,3999,3503,496,87.59689922480621,12.4031007751938,Low,8.928391983760438,541.0,Low,Increasing,6.44777182872168
India,Uttar Pradesh,Lucknow,Block-4,Lucknow-Area-13,Village,11.4666,79.5056,9807,TB Screening,Screening,18,80,3796,2211,1585,58.245521601685994,41.75447839831401,High,29.47435631994459,199.0,High,Decreasing,21.123460640281788
India,Uttar Pradesh,Lucknow,Block-4,Lucknow-Area-13,Village,11.4666,79.5056,9807,Diabetes Screening,Screening,30,80,4577,2144,2433,46.84291020318987,53.15708979681014,High,37.45618429889188,74.0,High,Decreasing,26.82476633952985
India,Uttar Pradesh,Lucknow,Block-5,Lucknow-Area-14,Village,15.1565,87.4487,7732,Child Vaccination,Vaccine,0,5,2883,1736,1147,60.215053763440864,39.784946236559136,Medium,28.04358739697477,224.0,Medium,Increasing,20.086598149662947
India,Uttar Pradesh,Lucknow,Block-5,Lucknow-Area-14,Village,15.1565,87.4487,7732,TB Screening,Screening,18,80,3451,3068,383,88.90176760359316,11.09823239640684,Low,7.962887708868166,554.0,Low,Increasing,5.743241229586799
India,Uttar Pradesh,Lucknow,Block-5,Lucknow-Area-14,Village,15.1565,87.4487,7732,Diabetes Screening,Screening,30,80,2291,1853,438,80.88171104321256,19.11828895678743,Low,13.57692730113458,466.0,Low,Decreasing,9.753269509777095
India,Bihar,Patna,Block-2,Patna-Area-1,Village,33.0807,85.1053,4095,Child Vaccination,Vaccine,0,5,1600,1427,173,89.1875,10.8125,Low,7.671561950790861,557.0,Low,Decreasing,5.509061950790861
India,Bihar,Patna,Block-2,Patna-Area-1,Village,33.0807,85.1053,4095,TB Screening,Screening,18,80,2214,1356,858,61.24661246612466,38.75338753387534,Medium,27.230183224503598,237.0,Medium,Decreasing,19.479505717728532
India,Bihar,Patna,Block-2,Patna-Area-1,Village,33.0807,85.1053,4095,Diabetes Screening,Screening,30,80,1439,1346,93,93.5371785962474,6.4628214037526055,Low,4.6267869334176845,609.0,Low,Decreasing,3.334222652667164
India,Bihar,Patna,Block-3,Patna-Area-2,Ward,16.4163,89.903,11447,Child Vaccination,Vaccine,0,5,5240,3526,1714,67.29007633587786,32.70992366412214,Medium,23.184342999733598,291.0,Medium,Decreasing,16.642358266909174
India,Bihar,Patna,Block-3,Patna-Area-2,Ward,16.4163,89.903,11447,TB Screening,Screening,18,80,5093,3430,1663,67.34733948556843,32.652660514431574,Medium,23.144258794950204,293.0,Medium,Decreasing,16.613726692063892
India,Bihar,Patna,Block-3,Patna-Area-2,Ward,16.4163,89.903,11447,Diabetes Screening,Screening,30,80,5786,5255,531,90.82267542343588,9.177324576564121,Low,6.711523638442989,572.0,Low,Decreasing,4.876058723130165
India,Bihar,Patna,Block-4,Patna-Area-3,Town,19.8287,80.3515,2782,Child Vaccination,Vaccine,0,5,1406,963,443,68.49217638691323,31.50782361308677,Medium,22.12532337826945,315.0,Medium,Decreasing,15.823758655652098
India,Bihar,Patna,Block-4,Patna-Area-3,Town,19.8287,80.3515,2782,TB Screening,Screening,18,80,1412,1186,226,83.9943342776204,16.005665722379604,Low,11.273812854774434,506.0,Low,Decreasing,8.072679710298514
India,Bihar,Patna,Block-4,Patna-Area-3,Town,19.8287,80.3515,2782,Diabetes Screening,Screening,30,80,1012,809,203,79.9407114624506,20.059288537549406,Medium,14.111348825393296,458.0,Low,Increasing,10.099491117883415
India,Bihar,Patna,Block-5,Patna-Area-4,Village,14.0668,76.7617,10438,Child Vaccination,Vaccine,0,5,3601,1596,2005,44.321021938350455,55.678978061649545,High,39.23734841418155,45.0,Critical,Increasing,28.101552801851636
India,Bihar,Patna,Block-5,Patna-Area-4,Village,14.0668,76.7617,10438,TB Screening,Screening,18,80,4860,3554,1306,73.1275720164609,26.872427983539094,Medium,19.07276335950423,371.0,Medium,Decreasing,13.698277762796412
India,Bihar,Patna,Block-5,Patna-Area-4,Village,14.0668,76.7617,10438,Diabetes Screening,Screening,30,80,4987,4250,737,85.22157609785442,14.77842390214558,Low,10.60696050252877,518.0,Low,Increasing,7.651275722099654
India,Bihar,Patna,Block-1,Patna-Area-5,Ward,14.2131,74.4043,1963,Child Vaccination,Vaccine,0,5,1004,702,302,69.9203187250996,30.0796812749004,Medium,21.105061351380815,340.0,Medium,Decreasing,15.089125096400739
India,Bihar,Patna,Block-1,Patna-Area-5,Ward,14.2131,74.4043,1963,TB Screening,Screening,18,80,511,294,217,57.534246575342465,42.465753424657535,High,29.77531185621081,191.0,High,Increasing,21.282161171279306
India,Bihar,Patna,Block-1,Patna-Area-5,Ward,14.2131,74.4043,1963,Diabetes Screening,Screening,30,80,531,235,296,44.25612052730697,55.74387947269304,High,39.07000008983566,49.0,Critical,Increasing,27.921224195297057
India,Bihar,Patna,Block-2,Patna-Area-6,Ward,25.0398,74.5788,1314,Child Vaccination,Vaccine,0,5,577,440,137,76.25649913344887,23.743500866551127,Medium,16.653440814971425,415.0,Low,Decreasing,11.904740641661203
India,Bihar,Patna,Block-2,Patna-Area-6,Ward,25.0398,74.5788,1314,TB Screening,Screening,18,80,691,392,299,56.72937771345875,43.27062228654125,High,30.322425808964507,179.0,High,Increasing,21.66830135165626
India,Bihar,Patna,Block-2,Patna-Area-6,Ward,25.0398,74.5788,1314,Diabetes Screening,Screening,30,80,721,527,194,73.09292649098474,26.907073509015255,Medium,18.867941664696314,372.0,Medium,Increasing,13.486526962893267
India,Bihar,Patna,Block-3,Patna-Area-7,Town,9.9131,74.7601,11760,Child Vaccination,Vaccine,0,5,5574,3535,2039,63.41944743451741,36.5805525654826,Medium,25.901641628878238,253.0,Medium,Decreasing,18.58553111578172
India,Bihar,Patna,Block-3,Patna-Area-7,Town,9.9131,74.7601,11760,TB Screening,Screening,18,80,4471,3484,987,77.92440169984344,22.075598300156564,Medium,15.748173643150016,429.0,Low,Increasing,11.333053983118704
India,Bihar,Patna,Block-3,Patna-Area-7,Town,9.9131,74.7601,11760,Diabetes Screening,Screening,30,80,3287,1950,1337,59.324612108305445,40.675387891694555,High,28.768026357226606,214.0,High,Decreasing,20.632948778887698
India,Bihar,Patna,Block-4,Patna-Area-8,Town,13.7844,72.6462,10155,Child Vaccination,Vaccine,0,5,4469,1891,2578,42.3137167151488,57.68628328485119,High,40.63535687333508,19.0,Critical,Decreasing,29.098100216364838
India,Bihar,Patna,Block-4,Patna-Area-8,Town,13.7844,72.6462,10155,TB Screening,Screening,18,80,5197,4565,632,87.83913796421012,12.16086203578988,Low,8.767561998992155,543.0,Low,Stable,6.335389591834182
India,Bihar,Patna,Block-4,Patna-Area-8,Town,13.7844,72.6462,10155,Diabetes Screening,Screening,30,80,3890,2310,1580,59.383033419023135,40.616966580976865,High,28.686835180623046,215.0,High,Increasing,20.563441864427674
India,Bihar,Patna,Block-5,Patna-Area-9,Ward,20.7621,85.6924,7469,Child Vaccination,Vaccine,0,5,3422,3247,175,94.88603156049093,5.113968439509059,Low,3.767299876021895,628.0,Low,Stable,2.7445061881200834
India,Bihar,Patna,Block-5,Patna-Area-9,Ward,20.7621,85.6924,7469,TB Screening,Screening,18,80,3891,2143,1748,55.07581598560781,44.92418401439219,High,31.634450778440087,153.0,High,Increasing,22.64961397556165
India,Bihar,Patna,Block-5,Patna-Area-9,Ward,20.7621,85.6924,7469,Diabetes Screening,Screening,30,80,1970,1849,121,93.85786802030456,6.1421319796954315,Low,4.487014354152355,614.0,Low,Decreasing,3.2585879582132695
India,Bihar,Patna,Block-1,Patna-Area-10,Village,10.5468,83.1797,6604,Child Vaccination,Vaccine,0,5,3228,2974,254,92.13135068153655,7.8686493184634445,Low,5.67385919277126,594.0,Low,Increasing,4.100129329078571
India,Bihar,Patna,Block-1,Patna-Area-10,Village,10.5468,83.1797,6604,TB Screening,Screening,18,80,2232,984,1248,44.086021505376344,55.91397849462365,High,39.3055896160834,44.0,Critical,Increasing,28.122793917158674
India,Bihar,Patna,Block-1,Patna-Area-10,Village,10.5468,83.1797,6604,Diabetes Screening,Screening,30,80,2393,1796,597,75.05223568742164,24.947764312578354,Medium,17.629239688651698,394.0,Low,Stable,12.639686826136026
India,Bihar,Patna,Block-2,Patna-Area-11,Town,19.0998,87.2767,1687,Child Vaccination,Vaccine,0,5,495,296,199,59.79797979797979,40.2020202020202,High,28.183769150201485,220.0,High,Decreasing,20.143365109797447
India,Bihar,Patna,Block-2,Patna-Area-11,Town,19.0998,87.2767,1687,TB Screening,Screening,18,80,690,580,110,84.05797101449275,15.942028985507244,Low,11.201775298642417,508.0,Low,Increasing,8.013369501540968
India,Bihar,Patna,Block-2,Patna-Area-11,Town,19.0998,87.2767,1687,Diabetes Screening,Screening,30,80,708,547,161,77.25988700564972,22.74011299435028,Medium,15.960434104832542,425.0,Low,Decreasing,11.412411505962487
India,Bihar,Patna,Block-3,Patna-Area-12,Ward,25.6433,82.9236,1793,Child Vaccination,Vaccine,0,5,874,807,67,92.33409610983982,7.665903890160183,Low,5.411149042469396,597.0,Low,Increasing,3.87796826443736
India,Bihar,Patna,Block-3,Patna-Area-12,Ward,25.6433,82.9236,1793,TB Screening,Screening,18,80,539,257,282,47.680890538033395,52.319109461966605,High,36.66839294273389,86.0,High,Increasing,26.204571050340572
India,Bihar,Patna,Block-3,Patna-Area-12,Ward,25.6433,82.9236,1793,Diabetes Screening,Screening,30,80,490,359,131,73.26530612244898,26.73469387755102,Medium,18.75930203364298,378.0,Medium,Increasing,13.412363258132778
India,Bihar,Patna,Block-4,Patna-Area-13,Town,27.6618,86.0119,2590,Child Vaccination,Vaccine,0,5,1324,1098,226,82.93051359516616,17.069486404833835,Low,12.013666845422348,494.0,Low,Decreasing,8.599769564455581
India,Bihar,Patna,Block-4,Patna-Area-13,Town,27.6618,86.0119,2590,TB Screening,Screening,18,80,1129,473,656,41.895482728077944,58.10451727192205,High,40.738188452384094,18.0,Critical,Decreasing,29.11728499799969
India,Bihar,Patna,Block-4,Patna-Area-13,Town,27.6618,86.0119,2590,Diabetes Screening,Screening,30,80,834,364,470,43.645083932853716,56.35491606714629,High,39.513467609041065,41.0,Critical,Decreasing,28.24248439561181
India,Bihar,Patna,Block-5,Patna-Area-14,Village,13.1729,80.7257,3096,Child Vaccination,Vaccine,0,5,1621,1342,279,82.78840222085134,17.211597779148676,Low,12.12584879940859,492.0,Low,Decreasing,8.683529243578857
India,Bihar,Patna,Block-5,Patna-Area-14,Village,13.1729,80.7257,3096,TB Screening,Screening,18,80,906,544,362,60.04415011037527,39.95584988962472,Medium,28.046825276741824,223.0,Medium,Decreasing,20.05565529881688
India,Bihar,Patna,Block-5,Patna-Area-14,Village,13.1729,80.7257,3096,Diabetes Screening,Screening,30,80,1202,733,469,60.981697171381036,39.018302828618964,Medium,27.390542334037793,233.0,Medium,Increasing,19.586881768314
India,Bihar,Gaya,Block-2,Gaya-Area-1,Town,12.9542,79.2526,2035,Child Vaccination,Vaccine,0,5,663,472,191,71.19155354449472,28.808446455505276,Medium,20.217004660455498,358.0,Medium,Increasing,14.455315369354446
India,Bihar,Gaya,Block-2,Gaya-Area-1,Town,12.9542,79.2526,2035,TB Screening,Screening,18,80,664,486,178,73.19277108433735,26.80722891566265,Medium,18.81615238256566,375.0,Medium,Decreasing,13.454706599433134
India,Bihar,Gaya,Block-2,Gaya-Area-1,Town,12.9542,79.2526,2035,Diabetes Screening,Screening,30,80,514,397,117,77.23735408560312,22.762645914396888,Medium,15.98494428167963,424.0,Low,Increasing,11.432415098800252
India,Bihar,Gaya,Block-3,Gaya-Area-2,Town,29.8166,87.1193,2404,Child Vaccination,Vaccine,0,5,1181,1088,93,92.12531752751904,7.8746824724809485,Low,5.572634245926219,595.0,Low,Decreasing,3.99769775143003
India,Bihar,Gaya,Block-3,Gaya-Area-2,Town,29.8166,87.1193,2404,TB Screening,Screening,18,80,1250,755,495,60.4,39.6,Medium,27.780356515189556,228.0,Medium,Increasing,19.860356515189558
India,Bihar,Gaya,Block-3,Gaya-Area-2,Town,29.8166,87.1193,2404,Diabetes Screening,Screening,30,80,1089,892,197,81.91000918273646,18.089990817263544,Low,12.723350087274035,478.0,Low,Decreasing,9.105351923821328
India,Bihar,Gaya,Block-4,Gaya-Area-3,Village,25.6079,80.8118,1041,Child Vaccination,Vaccine,0,5,309,221,88,71.52103559870551,28.478964401294498,Medium,19.961411159239063,362.0,Medium,Increasing,14.265618278980163
India,Bihar,Gaya,Block-4,Gaya-Area-3,Village,25.6079,80.8118,1041,TB Screening,Screening,18,80,398,275,123,69.09547738693468,30.90452261306533,Medium,21.659301907478643,325.0,Medium,Increasing,15.478397384865579
India,Bihar,Gaya,Block-4,Gaya-Area-3,Village,25.6079,80.8118,1041,Diabetes Screening,Screening,30,80,368,227,141,61.684782608695656,38.315217391304344,Medium,26.846788252245954,241.0,Medium,Increasing,19.183744773985087
India,Bihar,Gaya,Block-5,Gaya-Area-4,Village,33.0119,86.9739,3524,Child Vaccination,Vaccine,0,5,1502,1137,365,75.69906790945407,24.30093209054594,Medium,17.09912848648032,408.0,Low,Increasing,12.238942068371136
India,Bihar,Gaya,Block-5,Gaya-Area-4,Village,33.0119,86.9739,3524,TB Screening,Screening,18,80,1556,836,720,53.72750642673522,46.27249357326478,High,32.47922152438351,143.0,High,Decreasing,23.224722809730558
India,Bihar,Gaya,Block-5,Gaya-Area-4,Village,33.0119,86.9739,3524,Diabetes Screening,Screening,30,80,1329,614,715,46.200150489089545,53.799849510910455,High,37.74837068073548,65.0,High,Increasing,26.988400778553395
India,Bihar,Gaya,Block-1,Gaya-Area-5,Town,21.1123,74.2749,7370,Child Vaccination,Vaccine,0,5,2395,1927,468,80.45929018789144,19.54070981210856,Low,13.863533273196051,463.0,Low,Increasing,9.95539131077434
India,Bihar,Gaya,Block-1,Gaya-Area-5,Town,21.1123,74.2749,7370,TB Screening,Screening,18,80,3711,2502,1209,67.42118027485853,32.57881972514147,Medium,22.990210212319088,297.0,Medium,Decreasing,16.474446267290794
India,Bihar,Gaya,Block-1,Gaya-Area-5,Town,21.1123,74.2749,7370,Diabetes Screening,Screening,30,80,2282,1398,884,61.262050832602974,38.73794916739702,Medium,27.30160082189797,235.0,Medium,Stable,19.554010988418568
India,Bihar,Gaya,Block-2,Gaya-Area-6,Village,12.4452,70.0431,7196,Child Vaccination,Vaccine,0,5,2629,1863,766,70.8634461772537,29.136553822746293,Medium,20.576255514235232,351.0,Medium,Increasing,14.748944749685975
India,Bihar,Gaya,Block-2,Gaya-Area-6,Village,12.4452,70.0431,7196,TB Screening,Screening,18,80,2842,1545,1297,54.3631245601689,45.6368754398311,High,32.1264806461946,150.0,High,Decreasing,22.99910555822838
India,Bihar,Gaya,Block-2,Gaya-Area-6,Village,12.4452,70.0431,7196,Diabetes Screening,Screening,30,80,2311,1255,1056,54.30549545651233,45.69450454348767,High,32.1668210187542,149.0,High,Increasing,23.027920110056662
India,Bihar,Gaya,Block-3,Gaya-Area-7,Town,33.016,85.7026,5473,Child Vaccination,Vaccine,0,5,2307,1489,818,64.54269614217598,35.457303857824016,Medium,24.957521688676657,263.0,Medium,Increasing,17.866060917111856
India,Bihar,Gaya,Block-3,Gaya-Area-7,Town,33.016,85.7026,5473,TB Screening,Screening,18,80,2312,2191,121,94.76643598615917,5.23356401384083,Low,3.80090379788843,627.0,Low,Decreasing,2.7541909951202643
India,Bihar,Gaya,Block-3,Gaya-Area-7,Town,33.016,85.7026,5473,Diabetes Screening,Screening,30,80,2998,1670,1328,55.70380253502335,44.29619746497665,High,31.1447472136835,160.0,High,Increasing,22.285507720688173
India,Bihar,Gaya,Block-4,Gaya-Area-8,Town,26.808,84.6101,9905,Child Vaccination,Vaccine,0,5,3353,3031,322,90.39665970772442,9.603340292275574,Low,6.971020102659685,568.0,Low,Increasing,5.050352044204571
India,Bihar,Gaya,Block-4,Gaya-Area-8,Town,26.808,84.6101,9905,TB Screening,Screening,18,80,5382,3606,1776,67.00111482720177,32.99888517279822,Medium,23.347901519025537,288.0,Medium,Decreasing,16.748124484465894
India,Bihar,Gaya,Block-4,Gaya-Area-8,Town,26.808,84.6101,9905,Diabetes Screening,Screening,30,80,4432,2071,2361,46.728339350180505,53.271660649819495,High,37.53884435294043,69.0,High,Decreasing,26.884512222976532
India,Bihar,Gaya,Block-5,Gaya-Area-9,Ward,27.397,73.0959,5661,Child Vaccination,Vaccine,0,5,1881,1634,247,86.86868686868688,13.131313131313133,Low,9.33404824037513,537.0,Low,Decreasing,6.707785614112504
India,Bihar,Gaya,Block-5,Gaya-Area-9,Ward,27.397,73.0959,5661,TB Screening,Screening,18,80,2376,1541,835,64.85690235690235,35.14309764309764,Medium,24.742297398624284,266.0,Medium,Decreasing,17.71367787000476
India,Bihar,Gaya,Block-5,Gaya-Area-9,Ward,27.397,73.0959,5661,Diabetes Screening,Screening,30,80,2579,2306,273,89.41450174486235,10.58549825513765,Low,7.551977827052292,560.0,Low,Decreasing,5.434878176024763
India,Bihar,Gaya,Block-1,Gaya-Area-10,Village,34.1552,81.5836,9683,Child Vaccination,Vaccine,0,5,4583,2955,1628,64.47741653938468,35.52258346061532,Medium,25.108916632322767,260.0,Medium,Stable,18.004399940199704
India,Bihar,Gaya,Block-1,Gaya-Area-10,Village,34.1552,81.5836,9683,TB Screening,Screening,18,80,2563,1148,1415,44.79126024190402,55.20873975809598,High,38.88922604055923,51.0,Critical,Decreasing,27.847478088940033
India,Bihar,Gaya,Block-1,Gaya-Area-10,Village,34.1552,81.5836,9683,Diabetes Screening,Screening,30,80,4182,3241,941,77.4988043998087,22.501195600191295,Medium,15.993945130025946,422.0,Low,Increasing,11.493706009987688
India,Bihar,Gaya,Block-2,Gaya-Area-11,Village,28.1953,71.1433,10371,Child Vaccination,Vaccine,0,5,4138,3579,559,86.49105848235862,13.508941517641373,Low,9.716640684242007,531.0,Low,Decreasing,7.014852380713732
India,Bihar,Gaya,Block-2,Gaya-Area-11,Village,28.1953,71.1433,10371,TB Screening,Screening,18,80,5405,3112,2293,57.576318223866785,42.42368177613321,High,29.95695886518629,188.0,High,Decreasing,21.47222250995965
India,Bihar,Gaya,Block-2,Gaya-Area-11,Village,28.1953,71.1433,10371,Diabetes Screening,Screening,30,80,3483,2058,1425,59.08699397071489,40.9130060292851,High,28.899485842392615,206.0,High,Increasing,20.716884636535596
India,Bihar,Gaya,Block-3,Gaya-Area-12,Town,21.577,87.0544,3379,Child Vaccination,Vaccine,0,5,1654,720,934,43.53083434099154,56.46916565900847,High,39.613251512398065,39.0,Critical,Decreasing,28.319418380596375
India,Bihar,Gaya,Block-3,Gaya-Area-12,Town,21.577,87.0544,3379,TB Screening,Screening,18,80,1460,1019,441,69.79452054794521,30.205479452054796,Medium,21.228671167530496,336.0,Medium,Increasing,15.187575277119539
India,Bihar,Gaya,Block-3,Gaya-Area-12,Town,21.577,87.0544,3379,Diabetes Screening,Screening,30,80,1201,1069,132,89.00915903413822,10.990840965861782,Low,7.778424227195389,556.0,Low,Decreasing,5.580256034023033
India,Bihar,Gaya,Block-4,Gaya-Area-13,Village,33.941,71.6022,3844,Child Vaccination,Vaccine,0,5,1695,1471,224,86.78466076696165,13.215339233038348,Low,9.347247631341755,536.0,Low,Decreasing,6.704179784734087
India,Bihar,Gaya,Block-4,Gaya-Area-13,Village,33.941,71.6022,3844,TB Screening,Screening,18,80,1677,1327,350,79.1293977340489,20.870602265951103,Medium,14.705931754380684,444.0,Low,Decreasing,10.531811301190464
India,Bihar,Gaya,Block-4,Gaya-Area-13,Village,33.941,71.6022,3844,Diabetes Screening,Screening,30,80,1742,1585,157,90.98737083811712,9.012629161882893,Low,6.405350581532939,575.0,Low,Decreasing,4.60282474915636
India,Bihar,Gaya,Block-5,Gaya-Area-14,Village,24.0659,83.5043,4653,Child Vaccination,Vaccine,0,5,2169,1628,541,75.05763024435224,24.942369755647764,Medium,17.57648032029162,396.0,Low,Stable,12.58800636916207
India,Bihar,Gaya,Block-5,Gaya-Area-14,Village,24.0659,83.5043,4653,TB Screening,Screening,18,80,2083,1742,341,83.62938070091215,16.370619299087856,Low,11.576255000699687,502.0,Low,Stable,8.302131140882116
India,Bihar,Gaya,Block-5,Gaya-Area-14,Village,24.0659,83.5043,4653,Diabetes Screening,Screening,30,80,2333,1586,747,67.98114016288042,32.01885983711959,Medium,22.5300233773219,306.0,Medium,Increasing,16.126251409897982
India,Bihar,Nalanda,Block-2,Nalanda-Area-1,Town,11.2369,87.8057,4833,Child Vaccination,Vaccine,0,5,2119,989,1130,46.672958942897594,53.327041057102406,High,37.45026943793804,75.0,High,Increasing,26.78486122651756
India,Bihar,Nalanda,Block-2,Nalanda-Area-1,Town,11.2369,87.8057,4833,TB Screening,Screening,18,80,2518,1285,1233,51.03256552819698,48.96743447180302,High,34.39854482822847,117.0,High,Decreasing,24.605057933867865
India,Bihar,Nalanda,Block-2,Nalanda-Area-1,Town,11.2369,87.8057,4833,Diabetes Screening,Screening,30,80,2145,1021,1124,47.5990675990676,52.4009324009324,High,36.80199337861904,85.0,High,Increasing,26.321806898432555
India,Bihar,Nalanda,Block-3,Nalanda-Area-2,Ward,24.052,82.3876,7668,Child Vaccination,Vaccine,0,5,2627,2192,435,83.44118766653979,16.55881233346022,Low,11.783686835782184,495.0,Low,Increasing,8.471924369090141
India,Bihar,Nalanda,Block-3,Nalanda-Area-2,Ward,24.052,82.3876,7668,TB Screening,Screening,18,80,2931,1214,1717,41.419310815421355,58.58068918457864,High,41.19900063156507,12.0,Critical,Decreasing,29.48286279464935
India,Bihar,Nalanda,Block-3,Nalanda-Area-2,Ward,24.052,82.3876,7668,Diabetes Screening,Screening,30,80,3250,2290,960,70.46153846153847,29.53846153846154,Medium,20.86944127928311,348.0,Medium,Decreasing,14.9617489715908
India,Bihar,Nalanda,Block-4,Nalanda-Area-3,Ward,23.7592,80.4557,5072,Child Vaccination,Vaccine,0,5,2382,1436,946,60.28547439126785,39.71452560873216,Medium,27.92750912621294,225.0,Medium,Decreasing,19.984604004466508
India,Bihar,Nalanda,Block-4,Nalanda-Area-3,Ward,23.7592,80.4557,5072,TB Screening,Screening,18,80,1405,1183,222,84.19928825622776,15.800711743772242,Low,11.187839420740994,509.0,Low,Decreasing,8.027697071986548
India,Bihar,Nalanda,Block-4,Nalanda-Area-3,Ward,23.7592,80.4557,5072,Diabetes Screening,Screening,30,80,1717,1207,510,70.29702970297029,29.7029702970297,Medium,20.919420408021217,346.0,Medium,Increasing,14.978826348615277
India,Bihar,Nalanda,Block-5,Nalanda-Area-4,Village,26.0826,76.2837,5151,Child Vaccination,Vaccine,0,5,2442,1798,644,73.62817362817363,26.371826371826373,Medium,18.589603089954583,381.0,Medium,Decreasing,13.31523781558931
India,Bihar,Nalanda,Block-5,Nalanda-Area-4,Village,26.0826,76.2837,5151,TB Screening,Screening,18,80,1559,697,862,44.70814624759461,55.29185375240539,High,38.833622256359895,53.0,Critical,Increasing,27.775251505878817
India,Bihar,Nalanda,Block-5,Nalanda-Area-4,Village,26.0826,76.2837,5151,Diabetes Screening,Screening,30,80,1491,850,641,57.008718980549965,42.991281019450035,High,30.223221343291147,182.0,High,Increasing,21.62496513940114
India,Bihar,Nalanda,Block-1,Nalanda-Area-5,Town,11.5337,82.91,8291,Child Vaccination,Vaccine,0,5,3414,3242,172,94.96192149970709,5.038078500292912,Low,3.734814628839233,630.0,Low,Increasing,2.727198928780651
India,Bihar,Nalanda,Block-1,Nalanda-Area-5,Town,11.5337,82.91,8291,TB Screening,Screening,18,80,4489,3570,919,79.52773446201826,20.47226553798173,Medium,14.538745555221407,446.0,Low,Decreasing,10.444292447625061
India,Bihar,Nalanda,Block-1,Nalanda-Area-5,Town,11.5337,82.91,8291,Diabetes Screening,Screening,30,80,3393,2338,1055,68.90657235484822,31.093427645151785,Medium,21.973559030240445,318.0,Medium,Decreasing,15.754873501210088
India,Bihar,Nalanda,Block-2,Nalanda-Area-6,Town,33.0835,88.7147,952,Child Vaccination,Vaccine,0,5,498,409,89,82.1285140562249,17.8714859437751,Low,12.533941742364888,483.0,Low,Increasing,8.95964455360987
India,Bihar,Nalanda,Block-2,Nalanda-Area-6,Town,33.0835,88.7147,952,TB Screening,Screening,18,80,475,405,70,85.26315789473684,14.736842105263156,Low,10.33969105540653,522.0,Low,Decreasing,7.3923226343538975
India,Bihar,Nalanda,Block-2,Nalanda-Area-6,Town,33.0835,88.7147,952,Diabetes Screening,Screening,30,80,311,137,174,44.05144694533762,55.948553054662376,High,39.187888719985985,47.0,Critical,Increasing,27.99817810905351
India,Bihar,Nalanda,Block-3,Nalanda-Area-7,Town,24.7713,81.2599,2438,Child Vaccination,Vaccine,0,5,1212,1132,80,93.3993399339934,6.6006600660066,Low,4.681672189312829,607.0,Low,Increasing,3.3615401761115096
India,Bihar,Nalanda,Block-3,Nalanda-Area-7,Town,24.7713,81.2599,2438,TB Screening,Screening,18,80,961,723,238,75.23413111342352,24.765868886576484,Medium,17.397318363711747,400.0,Low,Decreasing,12.444144586396453
India,Bihar,Nalanda,Block-3,Nalanda-Area-7,Town,24.7713,81.2599,2438,Diabetes Screening,Screening,30,80,1199,776,423,64.72060050041702,35.279399499582986,Medium,24.7567897928163,265.0,Medium,Increasing,17.700909892899702
India,Bihar,Nalanda,Block-4,Nalanda-Area-8,Village,22.5161,80.1177,2970,Child Vaccination,Vaccine,0,5,1407,1089,318,77.39872068230277,22.60127931769723,Medium,15.895462431752861,427.0,Low,Increasing,11.375206568213416
